,temperature,density,real_ufrac,delta_phi,stable,pres
246,765,14954.545454545456,-0.941248716827561,-1.3773355116191306,1,-455.2797204173942
247,765,15515.151515151516,-0.8935875068061341,-1.3473528803009243,1,-479.80583355382765
248,765,16075.757575757576,-0.8464213763494695,-1.317769463806068,1,-504.2789208672028
249,765,16636.363636363636,-0.7998094678512075,-1.2886221671944045,1,-528.6497145524295
250,765,17196.969696969696,-0.7538048200989209,-1.2599420488540851,1,-552.8688678779164
251,765,17757.57575757576,-0.7084550175701954,-1.2317550755890352,1,-576.8865051503121
252,765,18318.18181818182,-0.6638027221431688,-1.2040827591074925,1,-600.6517025515625
253,765,18878.78787878788,-0.6198861030948897,-1.1769426886776924,1,-624.11189896959
254,765,19439.39393939394,-0.5767391817917926,-1.1503489752582348,1,-647.2122459962534
255,765,20000.0,-0.5343921093663941,-1.124312624330635,1,-669.8949249767945
256,765,20560.60606060606,-0.49287139934221713,-1.0988418583789308,1,-692.0984860373562
257,765,21121.21212121212,-0.4522001417778083,-1.0739424146379855,1,-713.7572919686389
258,765,21681.818181818184,-0.4123982285695724,-1.0496178468859614,1,-734.8011625235532
259,765,22242.424242424244,-0.3734826174469401,-1.0258698580504566,1,-755.1552923450166
260,765,22803.030303030304,-0.3354676518901081,-1.0026986802077222,1,-774.740447629586
261,765,23363.636363636364,-0.2983654357110579,-0.9801035001884627,1,-793.4733456541227
262,765,23924.242424242424,-0.2621862389757035,-0.9580829070720646,1,-811.2670281246192
263,765,24484.848484848484,-0.2269388945184645,-0.9366353205603364,1,-828.031005497827
264,765,25045.454545454548,-0.19263113938921017,-0.9157593544478132,1,-843.6710043869559
265,765,25606.060606060608,-0.15926986601718052,-0.8954540799862294,1,-858.0882760143189
266,765,26166.666666666668,-0.12686126946205678,-0.8757191756578687,1,-871.1785628653882
267,765,26727.272727272728,-0.09541090104269356,-0.856554973917399,1,-882.8309144678809
268,765,27287.878787878788,-0.06492365665960387,-0.8379624336026006,1,-892.9265677819193
