complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success
35,0.6730631428271904,1,0,(cos((x1 + 3.101890505006445*x2 - 0.5631610032911662)*tanh(exp(cos(x2)))) - 1.1580193995488712)*sin(x2 - x3 + 0.6316401647315074),"mul,sin,add,x2,sub,0.6316401647315074,x3,sub,cos,mul,add,div,add,x2,-0.18155412074740404,0.32238404237222495,x1,tanh,exp,cos,x2,1.1580193995488712",0.23594791758948688,0.23594791758948688,False
36,0.6767719142241027,1,0,-1.6519366023219128*x2 - 0.82596830116095638*(x1 - x5 + 0.06859481859156578)*tanh(-2.6878258166678535*x3 + sin(x2) + 0.15597902412113425),"mul,tanh,0.5986213177274656,mul,add,mul,sub,x1,sub,x5,0.06859481859156578,tanh,add,sin,x2,sub,mul,sub,0.4965130635503243,x3,2.6878258166678535,sub,1.5892804888952994,0.4107188824930254,add,x2,x2,-1.5407907349366285",0.22810432812054238,0.22810432812054238,False
37,0.6863562611191336,1,0,-3.83562020468843*sin(-x2 + 1.3724969094400037*tanh(sin(x1*(x1*x3 - x1 + 0.38253753437915017) - 0.6250863127791857) + 0.7051713144134842) + 4.454908940308116) - 3.8356178203967505,"div,add,sin,sub,x2,sub,4.454908940308116,mul,-1.3724969094400037,tanh,add,sin,add,-0.6250863127791857,mul,sub,sub,mul,x3,x1,-0.38253753437915017,x1,x1,0.7051713144134842,sin,-1.5719113320471259,0.2607140297096309",0.2088209393936436,0.2088209393936436,False
43,0.6878526047798936,1,0,12.097854409531067*x2*(-0.052441465657245*x2 + 0.045976346376331294 + 1/(4.371447071076879 - exp(exp(cos(x1*cos(x3*(x2 - 2.2336717294826935))))))),"mul,sub,sub,sub,inv,sub,2.185720143290144,sub,exp,exp,cos,mul,x1,cos,mul,x3,sub,x2,2.2336717294826935,2.185726927786735,add,x2,sub,0.9769802405065419,1.0229565868828732,mul,-1.947558534342755,x2,x2,mul,12.097854409531067,x2",0.20593428584780465,0.20593428584780465,False
46,0.6986612998464854,1,0,x2/(-sin(x5 + (-1.9999225872685763*x1 + x2 - 1.3183456074333491 + exp(-3.139620326305273*x2))*tanh(x5)) - 0.84554443258648006) + 0.044467218824695946,"add,div,x2,sub,sub,cos,1.2343368207422303,sin,add,x5,mul,tanh,x5,add,sub,x2,mul,mul,add,0.659198318887882,x1,1.5095326411443672,mul,tanh,1.365505072480011,1.509532677341322,exp,mul,-3.139620326305273,x2,1.175691624369071,0.044467218824695946",0.1860271986175222,0.1860271986175222,False
47,0.7079006515664085,1,0,sin(x2*(x1 - x2 - sin(x2 + (7.662094748946493*x1*(x3 - 1.106540913141582)*(-0.5595566945509884*x2 - 0.5595566945509884*x4 - 0.9999999089464751) + 7.662094748946493*x2 - 9.6684477571001076)*sin(x2)) - 1.6375062617459435)),"sin,mul,add,sub,x1,add,x2,sin,add,mul,sin,sub,add,x2,x1,x1,mul,7.662094748946493,add,add,-1.2618543719300104,mul,sub,cos,9.424351220740094,mul,0.5595566945509884,add,x2,x4,mul,x1,sub,x3,1.106540913141582,x2,x2,-1.6375062617459435,x2",0.17026153807625202,0.17026153807625202,False
50,0.7320182392681718,1,0,cos(0.8165374792835186*x2 - 0.8165374792835186*tanh(x1) + 0.8165374792835186*tanh((12.821968078797649*x2*(x1 - 0.2312341446076674) + x2 - 1.666893884323679)*tanh(x5)) + 1.3087130318283732) - 0.9435183404938872,"sub,cos,mul,sub,add,add,tanh,mul,tanh,x5,add,x2,mul,add,-1.5286711906470412,mul,sub,x1,exp,-1.464324468798947,mul,mul,1.6568148487510626,exp,1.9596998727545365,x2,1.090420160020241,1.6027592915596727,x2,tanh,x1,-0.8165374792835186,0.9435183404938872",0.13401909101477333,0.13401909101477333,False
51,0.742053768906869,1,0,-0.015370171914025699*x2*(8.2487195233283503 - x4)*(x2 + 8.695749811748989)*(x2 + x4) - 0.00016980854889242183*exp(sin(x1)) + tanh(-7.715633414706399*x1*x2*x5 + x2 + 1.6670548560203857) - 0.93824686179769915,"add,add,mul,-0.015370171914025699,add,exp,sub,sin,x1,4.505512402063607,add,mul,mul,x2,sub,sin,3.0407368546813545,sub,x4,8.148034619865511,mul,add,x2,8.695749811748989,add,x4,x2,-2.378592129759884,-0.9748062317454571,tanh,add,mul,-7.715633414706399,mul,mul,x2,x1,x5,sub,x2,-1.6670548560203857",0.12083357448982651,0.12083357448982651,False
74,0.7430163818534828,1,0,x3 - (-10.664718051901168*(-0.9611279285027139*x3 + cos(cos(x1)))*(0.40596493701629566*x2 - 0.40596493701629566*exp(x5/(0.07524684003944035*sin(x2) + 0.84532040456147341)) + 0.12335877987545434) - 10.664718051901168*tanh((x2 + 1.3330248144591554)*(tanh(x5) - tanh(exp(x2)))) - 7.899386500628006)*tanh(x2) - 0.07139758979452288,"sub,sub,x3,0.07139758979452288,mul,tanh,x2,sub,mul,add,tanh,mul,sub,tanh,x5,tanh,exp,x2,add,1.3330248144591554,x2,mul,sub,cos,cos,x1,mul,x3,0.9611279285027139,mul,-0.40596493701629566,add,-0.30386560174900684,sub,exp,div,x5,mul,sin,0.07531803060324072,add,sin,x2,11.233965494343707,x2,-10.664718051901168,7.899386500628006",0.1196228377062267,0.1196228377062267,False
95,0.7534581951528584,1,0,x2*(-sin(5.415887820993654*x1 + 5.747142605945149*x2 + 5.415887820993654*(-0.3831366233716602*exp(x1) + exp(sin(sin(x4))))*cos(exp(x5)) + 5.415887820993654*exp(x2*(x2 - 1.7328821932771445)) - 5.415887820993654*cos(x3 - 0.4140427889817101) - 5.3942584663878821 + 6.4174744690728896*exp(-x1)) - 1.5380463586189337),"mul,x2,add,sub,-0.12453128335898433,add,2.124504213656172,sin,mul,5.747142605945149,sub,x2,mul,sub,cos,sub,0.4140427889817101,x3,sub,mul,cos,exp,x5,sub,exp,sin,sin,x4,mul,mul,2.635354315587279,sub,1.113749989681539,mul,0.5720827768045678,exp,0.5263270860238932,exp,x1,sub,sub,sub,sub,div,-1.1849348954748982,exp,x1,exp,mul,x2,add,-1.7328821932771445,x2,tanh,-0.28654955169500107,-0.7170503759019181,x1,0.9423618295796545,exp,-0.34109812581285115",0.10706877160742775,0.10706877160742775,False
96,0.7659473758052832,1,0,x1*x2 + x2*(-x2 + 3.105759502199289*cos(1.0051616866779056*x2*(-2*x5 - 0.8956065036709728*exp(x4*(x2 + 0.5891924597625093)) + 0.142301234185623*exp(0.7699501339988731*exp(cos(x1)) + cos(x1) - tanh(0.9993716224404977*sin(tanh(x2) - 0.6994290793390302)))) + 5.2708921556050016) - 3.1407474698937353) - 0.014768208836645135,"add,mul,x2,sub,sub,mul,cos,mul,add,5.243825173067911,mul,add,sub,sub,mul,-0.8956065036709728,exp,mul,add,0.5891924597625093,x2,x4,x5,x5,mul,exp,add,add,-0.04663149752971547,tanh,mul,sin,sub,0.6994290793390302,tanh,x2,tanh,4.032601152581975,add,cos,x1,exp,sub,cos,x1,0.2614295272719188,sin,0.1496520735244401,x2,1.0051616866779056,3.105759502199289,add,mul,-1.5841665221539827,-1.5841665221539827,tanh,add,0.37167417901968497,0.37167417901968497,x2,add,-0.014768208836645135,mul,x1,x2",0.0933746881601143,0.0933746881601143,False
